country,score,rank,year,type
ｼ幣,0.6768,72,2012,overall
ｼ幣,0.7146,44,2013,economic
ｼ幣,0.923,107,2013,education
ｼ幣,0.9677,102,2013,health
ｼ幣,0.1157,85,2013,political
ｼ幣,0.6803,77,2013,overall
ｼ幣,0.8104,9,2014,economic
ｼ幣,0.9229,115,2014,education
ｼ幣,0.973,80,2014,health
ｼ幣,0.1969,48,2014,political
ｼ幣,0.7258,35,2014,overall
ｼ幣,0.778,25,2015,economic
ｼ幣,0.942,113,2015,education
ｼ幣,0.973,85,2015,health
ｼ幣,0.182,62,2015,political
ｼ幣,0.719,46,2015,overall
ｼ幣,0.71,48,2016,economic
ｼ幣,0.943,116,2016,education
ｼ幣,0.973,83,2016,health
ｼ幣,0.182,64,2016,political
ｼ幣,0.7019,63,2016,overall
ヵ懋ｵｭ,0.4805,96,2006,economic
ヵ懋ｵｭ,0.948,82,2006,education
ヵ懋ｵｭ,0.967,94,2006,health
ヵ懋ｵｭ,0.0673,84,2006,political
ヵ懋ｵｭ,0.6157,91,2006,overall
ヵ懋ｵｭ,0.5803,90,2007,economic
ヵ懋ｵｭ,0.9488,94,2007,education
ヵ懋ｵｭ,0.967,106,2007,health
ヵ懋ｵｭ,0.0673,95,2007,political
ヵ懋ｵｭ,0.6409,95,2007,overall
ヵ懋ｵｭ,0.4867,110,2008,economic
ヵ懋ｵｭ,0.9366,99,2008,education
ヵ懋ｵｭ,0.967,107,2008,health
ヵ懋ｵｭ,0.0714,102,2008,political
ヵ懋ｵｭ,0.6154,106,2008,overall
ヵ懋ｵｭ,0.5204,113,2009,economic
ヵ懋ｵｭ,0.8936,109,2009,education
ヵ懋ｵｭ,0.973,80,2009,health
ヵ懋ｵｭ,0.0714,104,2009,political
ヵ懋ｵｭ,0.6146,113,2009,overall
ヵ懋ｵｭ,0.5203,111,2010,economic
ヵ懋ｵｭ,0.9466,100,2010,education
ヵ懋ｵｭ,0.973,79,2010,health
ヵ懋ｵｭ,0.0969,86,2010,political
ヵ懋ｵｭ,0.6342,104,2010,overall
ヵ懋ｵｭ,0.4934,117,2011,economic
ヵ懋ｵｭ,0.9481,97,2011,education
ヵ懋ｵｭ,0.9736,78,2011,health
ヵ懋ｵｭ,0.0972,90,2011,political
ヵ懋ｵｭ,0.6281,107,2011,overall
ヵ懋ｵｭ,0.5088,116,2012,economic
ヵ懋ｵｭ,0.9592,99,2012,education
ヵ懋ｵｭ,0.973,78,2012,health
ヵ懋ｵｭ,0.1015,86,2012,political
ヵ懋ｵｭ,0.6356,108,2012,overall
ヵ懋ｵｭ,0.5036,118,2013,economic
ヵ懋ｵｭ,0.9592,100,2013,education
ヵ懋ｵｭ,0.973,75,2013,health
ヵ懋ｵｭ,0.1046,86,2013,political
ヵ懋ｵｭ,0.6351,111,2013,overall
ヵ懋ｵｭ,0.5116,124,2014,economic
ヵ懋ｵｭ,0.9648,103,2014,education
ヵ懋ｵｭ,0.973,74,2014,health
ヵ懋ｵｭ,0.1117,93,2014,political
ヵ懋ｵｭ,0.6403,111,2014,overall
ヵ懋ｵｭ,0.557,125,2015,economic
ヵ懋ｵｭ,0.965,102,2015,education
ヵ懋ｵｭ,0.973,79,2015,health
ヵ懋ｵｭ,0.107,101,2015,political
ヵ懋ｵｭ,0.651,113,2015,overall
ヵ懋ｵｭ,0.537,123,2016,economic
ヵ懋ｵｭ,0.964,102,2016,education
ヵ懋ｵｭ,0.973,76,2016,health
ヵ懋ｵｭ,0.12,92,2016,political
ヵ懋ｵｭ,0.649,116,2016,overall
ｿ ｨｴｸ,0.5773,72,2006,economic
ｿ ｨｴｸ,0.9932,41,2006,education
ｿ ｨｴｸ,0.9611,105,2006,health
ｿ ｨｴｸ,0.0047,114,2006,political
ｿ ｨｴｸ,0.6341,85,2006,overall
ｿ ｨｴｸ,0.6036,80,2007,economic
ｿ ｨｴｸ,0.9888,63,2007,education
ｿ ｨｴｸ,0.9612,110,2007,health
ｿ ｨｴｸ,0.0099,126,2007,political
ｿ ｨｴｸ,0.6409,94,2007,overall
ｿ ｨｴｸ,0.5697,92,2008,economic
ｿ ｨｴｸ,0.99,74,2008,education
ｿ ｨｴｸ,0.9612,112,2008,health
ｿ ｨｴｸ,0.0224,125,2008,political
ｿ ｨｴｸ,0.6358,99,2008,overall
ｿ ｨｴｸ,0.5571,106,2009,economic
ｿ ｨｴｸ,0.9807,86,2009,education
ｿ ｨｴｸ,0.9612,116,2009,health
ｿ ｨｴｸ,0.0435,124,2009,political
ｿ ｨｴｸ,0.6356,103,2009,overall
ｿ ｨｴｸ,0.5369,107,2010,economic
ｿ ｨｴｸ,0.9858,83,2010,education
ｿ ｨｴｸ,0.9612,110,2010,health
ｿ ｨｴｸ,0.0435,114,2010,political
ｿ ｨｴｸ,0.6318,105,2010,overall
ｿ ｨｴｸ,0.5407,107,2011,economic
ｿ ｨｴｸ,0.9834,84,2011,education
ｿ ｨｴｸ,0.9612,111,2011,health
ｿ ｨｴｸ,0.0435,116,2011,political
ｿ ｨｴｸ,0.6322,105,2011,overall
ｿ ｨｴｸ,0.5567,106,2012,economic
ｿ ｨｴｸ,0.9936,60,2012,education
ｿ ｨｴｸ,0.9612,111,2012,health
ｿ ｨｴｸ,0.0165,130,2012,political
ｿ ｨｴｸ,0.632,109,2012,overall
ｿ ｨｴｸ,0.5252,115,2013,economic
ｿ ｨｴｸ,0.9936,57,2013,education
ｿ ｨｴｸ,0.9612,112,2013,health
ｿ ｨｴｸ,0.037,126,2013,political
ｿ ｨｴｸ,0.6292,116,2013,overall
ｿ ｨｴｸ,0.6083,106,2014,economic
ｿ ｨｴｸ,0.9905,76,2014,education
ｿ ｨｴｸ,0.9567,134,2014,health
ｿ ｨｴｸ,0.0275,137,2014,political
ｿ ｨｴｸ,0.6457,108,2014,overall
ｿ ｨｴｸ,0.615,104,2015,economic
ｿ ｨｴｸ,0.991,77,2015,education
ｿ ｨｴｸ,0.957,137,2015,health
ｿ ｨｴｸ,0.022,141,2015,political
ｿ ｨｴｸ,0.646,116,2015,overall
ｿ ｨｴｸ,0.52,125,2016,economic
ｿ ｨｴｸ,0.997,47,2016,education
ｿ ｨｴｸ,0.957,136,2016,health
ｿ ｨｴｸ,0.022,140,2016,political
ｿ ｨｴｸ,0.624,127,2016,overall
､･ｴｸｰ､､ャ,0.6865,26,2006,economic
､･ｴｸｰ､､ャ,0.9952,33,2006,education
､･ｴｸｰ､､ャ,0.9796,1,2006,health
､･ｴｸｰ､､ャ,0.0353,107,2006,political
､･ｴｸｰ､､ャ,0.6742,51,2006,overall
､･ｴｸｰ､､ャ,0.6529,57,2007,economic
､･ｴｸｰ､､ャ,0.9936,43,2007,education
､･ｴｸｰ､､ャ,0.9796,1,2007,health
､･ｴｸｰ､､ャ,0.0353,118,2007,political
､･ｴｸｰ､､ャ,0.6653,68,2007,overall
､･ｴｸｰ､､ャ,0.6816,47,2008,economic
､･ｴｸｰ､､ャ,0.9933,63,2008,education
､･ｴｸｰ､､ャ,0.9796,1,2008,health
､･ｴｸｰ､､ャ,0.1636,44,2008,political
､･ｴｸｰ､､ャ,0.7045,40,2008,overall
､･ｴｸｰ､､ャ,0.6866,46,2009,economic
､･ｴｸｰ､､ャ,0.9936,59,2009,education
､･ｴｸｰ､､ャ,0.9796,1,2009,health
､･ｴｸｰ､､ャ,0.1636,43,2009,political
､･ｴｸｰ､､ャ,0.7058,40,2009,overall
､･ｴｸｰ､､ャ,0.6796,52,2010,economic
､･ｴｸｰ､､ャ,0.9953,48,2010,education
､･ｴｸｰ､､ャ,0.9796,1,2010,health
､･ｴｸｰ､､ャ,0.1347,65,2010,political
､･ｴｸｰ､､ャ,0.6973,51,2010,overall
､･ｴｸｰ､､ャ,0.7071,43,2011,economic
､･ｴｸｰ､､ャ,0.996,39,2011,education
､･ｴｸｰ､､ャ,0.9796,1,2011,health
､･ｴｸｰ､､ャ,0.1318,68,2011,political
､･ｴｸｰ､､ャ,0.7036,44,2011,overall
､･ｴｸｰ､､ャ,0.7039,46,2012,economic
､･ｴｸｰ､､ャ,0.99,74,2012,education
､･ｴｸｰ､､ャ,0.973,78,2012,health
､･ｴｸｰ､､ャ,0.1383,68,2012,political
､･ｴｸｰ､､ャ,0.7013,54,2012,overall
､･ｴｸｰ､､ャ,0.6789,60,2013,economic
､･ｴｸｰ､､ャ,0.9888,77,2013,education
､･ｴｸｰ､､ャ,0.973,75,2013,health
､･ｴｸｰ､､ャ,0.1383,71,2013,political
､･ｴｸｰ､､ャ,0.6948,63,2013,overall
､･ｴｸｰ､､ャ,0.6801,62,2014,economic
､･ｴｸｰ､､ャ,0.986,87,2014,education
､･ｴｸｰ､､ャ,0.973,74,2014,health
､･ｴｸｰ､､ャ,0.1506,71,2014,political
､･ｴｸｰ､､ャ,0.6974,65,2014,overall
､･ｴｸｰ､､ャ,0.658,80,2015,economic
､･ｴｸｰ､､ャ,0.989,81,2015,education
､･ｴｸｰ､､ャ,0.973,79,2015,health
､･ｴｸｰ､､ャ,0.153,76,2015,political
､･ｴｸｰ､､ャ,0.693,75,2015,overall
､･ｴｸｰ､､ャ,0.651,83,2016,economic
､･ｴｸｰ､､ャ,0.991,72,2016,education
､･ｴｸｰ､､ャ,0.973,76,2016,health
､･ｴｸｰ､､ャ,0.132,87,2016,political
､･ｴｸｰ､､ャ,0.6867,81,2016,overall
ｼ､､,0.7999,8,2013,economic
ｼ､､,0.8948,113,2013,education
ｼ､､,0.9669,106,2013,health
ｼ､､,0.1355,73,2013,political
ｼ､､,0.8016,13,2014,economic
ｼ､､,0.9084,118,2014,education
ｼ､､,0.9721,86,2014,health
ｼ､､,0.1355,81,2014,political
ｼ､､,0.811,11,2015,economic
ｼ､､,0.935,116,2015,education
ｼ､､,0.972,92,2015,health
ｼ､､,0.132,84,2015,political
ｼ､､,0.832,2,2016,economic
ｼ､､,0.944,115,2016,education
ｼ､､,0.972,90,2016,health
ｼ､､,0.146,79,2016,political
ｼ､､,N/A,N/A,2006,overall
ｼ､､,N/A,N/A,2007,overall
ｼ､､,N/A,N/A,2008,overall
ｼ､､,N/A,N/A,2009,overall
ｼ､､,N/A,N/A,2010,overall
ｼ､､,N/A,N/A,2011,overall
ｼ､､,N/A,N/A,2012,overall
ｼ､､,0.6993,60,2013,overall
ｼ､､,0.7044,58,2014,overall
ｼ､､,0.713,51,2015,overall
ｼ､､,0.7238,43,2016,overall
ｼｸｹ符,0.7051,20,2006,economic
ｼｸｹ符,0.9308,85,2006,education
ｼｸｹ符,0.9796,1,2006,health
ｼｸｹ符,0.2207,21,2006,political
ｼｸｹ符,0.7091,19,2006,overall
ｼｸｹ符,0.7344,17,2007,economic
ｼｸｹ符,0.986,70,2007,education
ｼｸｹ符,0.9796,1,2007,health
ｼｸｹ符,0.233,19,2007,political
ｼｸｹ符,0.7333,13,2007,overall
ｼｸｹ符,0.7458,13,2008,economic
ｼｸｹ符,1,1,2008,education
ｼｸｹ符,0.9796,1,2008,health
ｼｸｹ符,0.2332,31,2008,political
ｼｸｹ符,0.7397,10,2008,overall
ｼｸｹ符,0.7535,14,2009,economic
ｼｸｹ符,1,1,2009,education
ｼｸｹ符,0.9796,1,2009,health
ｼｸｹ符,0.2332,31,2009,political
ｼｸｹ符,0.7416,14,2009,overall
ｼｸｹ符,0.7516,21,2010,economic
ｼｸｹ符,1,1,2010,education
ｼｸｹ符,0.9796,1,2010,health
ｼｸｹ符,0.2404,31,2010,political
ｼｸｹ符,0.7429,18,2010,overall
ｼｸｹ符,0.7498,22,2011,economic
ｼｸｹ符,1,1,2011,education
ｼｸｹ符,0.9796,1,2011,health
ｼｸｹ符,0.23,33,2011,political
ｼｸｹ符,0.7399,19,2011,overall
ｼｸｹ符,0.7618,20,2012,economic
ｼｸｹ符,1,1,2012,education
ｼｸｹ符,0.9796,1,2012,health
ｼｸｹ符,0.2875,26,2012,political
ｼｸｹ符,0.7572,15,2012,overall
ｼｸｹ符,0.7767,17,2013,economic
ｼｸｹ符,1,1,2013,education
ｼｸｹ符,0.9796,1,2013,health
ｼｸｹ符,0.2875,26,2013,political
ｼｸｹ符,0.761,12,2013,overall
ｼｸｹ符,0.7931,16,2014,economic
ｼｸｹ符,1,1,2014,education
ｼｸｹ符,0.9796,1,2014,health
ｼｸｹ符,0.3038,25,2014,political
ｼｸｹ符,0.7691,14,2014,overall
ｼｸｹ符,0.784,21,2015,economic
ｼｸｹ符,1,1,2015,education
ｼｸｹ符,0.98,1,2015,health
ｼｸｹ符,0.246,40,2015,political
ｼｸｹ符,0.752,21,2015,overall
ｼｸｹ符,0.785,18,2016,economic
ｼｸｹ符,1,1,2016,education
ｼｸｹ符,0.98,1,2016,health
ｼｸｹ符,0.255,38,2016,political
ｼｸｹ符,0.7547,18,2016,overall
 壱ｰ罷ⅹ,N/A,N/A,2006,overall
 壱ｰ罷ⅹ,N/A,N/A,2007,overall
 壱ｰ罷ⅹ,N/A,N/A,2008,overall
 壱ｰ罷ⅹ,N/A,N/A,2009,overall
 壱ｰ罷ⅹ,0.4483,124,2010,economic
 壱ｰ罷ⅹ,0.9773,91,2010,education
 壱ｰ罷ⅹ,0.9796,1,2010,health
 壱ｰ罷ⅹ,0.0283,127,2010,political
 壱ｰ罷ⅹ,0.6084,115,2010,overall
 壱ｰ罷ⅹ,0.4482,123,2011,economic
 壱ｰ罷ⅹ,0.9773,90,2011,education
 壱ｰ罷ⅹ,0.9796,1,2011,health
 壱ｰ罷ⅹ,0.0282,128,2011,political
 壱ｰ罷ⅹ,0.6083,118,2011,overall
 壱ｰ罷ⅹ,0.4425,125,2012,economic
 壱ｰ罷ⅹ,0.9802,86,2012,education
 壱ｰ罷ⅹ,0.9796,1,2012,health
 壱ｰ罷ⅹ,0.0099,131,2012,political
 壱ｰ罷ⅹ,0.603,122,2012,overall
 壱ｰ罷ⅹ,0.442,126,2013,economic
 壱ｰ罷ⅹ,0.9796,87,2013,education
 壱ｰ罷ⅹ,0.9796,1,2013,health
 壱ｰ罷ⅹ,0.0099,133,2013,political
 壱ｰ罷ⅹ,0.6028,123,2013,overall
 壱ｰ罷ⅹ,0.4321,133,2014,economic
 壱ｰ罷ⅹ,0.9523,106,2014,education
 壱ｰ罷ⅹ,0.9747,62,2014,health
 壱ｰ罷ⅹ,0.01,141,2014,political
 壱ｰ罷ⅹ,0.5923,129,2014,overall
 壱ｰ罷ⅹ,0.439,136,2015,economic
 壱ｰ罷ⅹ,0.963,104,2015,education
 壱ｰ罷ⅹ,0.97,103,2015,health
 壱ｰ罷ⅹ,0.021,143,2015,political
 壱ｰ罷ⅹ,0.598,138,2015,overall
 壱ｰ罷ⅹ,0.44,133,2016,economic
 壱ｰ罷ⅹ,0.959,108,2016,education
 壱ｰ罷ⅹ,0.97,102,2016,health
 壱ｰ罷ⅹ,0.021,143,2016,political
 壱ｰ罷ⅹ,0.5976,134,2016,overall
 溢 ,0.6069,61,2006,economic
 溢 ,1,1,2006,education
 溢 ,0.9796,1,2006,health
 溢 ,0.1362,41,2006,political
 溢 ,0.6807,42,2006,overall
 溢 ,0.6612,53,2007,economic
 溢 ,1,1,2007,education
 溢 ,0.9796,1,2007,health
 溢 ,0.1903,27,2007,political
 溢 ,0.7078,25,2007,overall
 溢 ,0.7311,21,2008,economic
 溢 ,1,1,2008,education
 溢 ,0.9796,1,2008,health
 溢 ,0.2173,33,2008,political
 溢 ,0.732,16,2008,overall
 溢 ,0.8013,4,2009,economic
 溢 ,1,1,2009,education
 溢 ,0.9796,1,2009,health
 溢 ,0.2173,34,2009,political
 溢 ,0.7495,10,2009,overall
 溢 ,0.8789,1,2010,economic
 溢 ,1,1,2010,education
 溢 ,0.9796,1,2010,health
 溢 ,0.2128,34,2010,political
 溢 ,0.7678,8,2010,overall
 溢 ,0.874,2,2011,economic
 溢 ,1,1,2011,education
 溢 ,0.9796,1,2011,health
 溢 ,0.213,35,2011,political
 溢 ,0.7666,9,2011,overall
 溢 ,0.8163,6,2012,economic
 溢 ,1,1,2012,education
 溢 ,0.9796,1,2012,health
 溢 ,0.2474,33,2012,political
 溢 ,0.7608,14,2012,overall
 溢 ,0.7756,18,2013,economic
 溢 ,1,1,2013,education
 溢 ,0.9796,1,2013,health
 溢 ,0.257,35,2013,political
 溢 ,0.753,16,2013,overall
 溢 ,0.7449,32,2014,economic
 溢 ,1,1,2014,education
 溢 ,0.9758,60,2014,health
 溢 ,0.1813,57,2014,political
 溢 ,0.7255,36,2014,overall
 溢 ,0.672,68,2015,economic
 溢 ,1,1,2015,education
 溢 ,0.98,1,2015,health
 溢 ,0.172,68,2015,political
 溢 ,0.706,59,2015,overall
 溢 ,0.672,66,2016,economic
 溢 ,1,1,2016,education
 溢 ,0.98,1,2016,health
 溢 ,0.172,70,2016,political
 溢 ,0.7059,57,2016,overall
ｼｴｲ ｦｬ,N/A,N/A,2006,overall
ｼｴｲ ｦｬ,N/A,N/A,2007,overall
ｼｴｲ ｦｬ,N/A,N/A,2008,overall
ｼｴｲ ｦｬ,N/A,N/A,2009,overall
ｼｴｲ ｦｬ,N/A,N/A,2010,overall
ｼｴｲ ｦｬ,N/A,N/A,2011,overall
ｼｴｲ ｦｬ,N/A,N/A,2012,overall
ｼｴｲ ｦｬ,N/A,N/A,2013,overall
ｼｴｲ ｦｬ,0.6366,94,2014,economic
ｼｴｲ ｦｬ,0.7744,135,2014,education
ｼｴｲ ｦｬ,0.9671,112,2014,health
ｼｴｲ ｦｬ,0.2062,46,2014,political
ｼｴｲ ｦｬ,N/A,N/A,2014,overall
ｼｴｲ ｦｬ,0.62,99,2015,economic
ｼｴｲ ｦｬ,0.806,136,2015,education
ｼｴｲ ｦｬ,0.967,119,2015,health
ｼｴｲ ｦｬ,0.216,47,2015,political
ｼｴｲ ｦｬ,0.652,110,2015,overall
ｼｴｲ ｦｬ,0.612,103,2016,economic
ｼｴｲ ｦｬ,0.797,137,2016,education
ｼｴｲ ｦｬ,0.967,118,2016,health
ｼｴｲ ｦｬ,0.23,46,2016,political
ｼｴｲ ｦｬ,0.6518,113,2016,overall
ｦｬｬ笈,0.7133,15,2006,economic
ｦｬｬ笈,0.9979,24,2006,education
ｦｬｬ笈,0.9791,36,2006,health
ｦｬｬ笈,0.1405,39,2006,political
ｦｬｬ笈,0.7077,21,2006,overall
ｦｬｬ笈,0.7612,7,2007,economic
ｦｬｬ笈,0.9979,29,2007,education
ｦｬｬ笈,0.9791,37,2007,health
ｦｬｬ笈,0.1553,38,2007,political
ｦｬｬ笈,0.7234,14,2007,overall
ｦｬｬ笈,0.7421,17,2008,economic
ｦｬｬ笈,0.9949,53,2008,education
ｦｬｬ笈,0.9791,38,2008,health
ｦｬｬ笈,0.1726,40,2008,political
ｦｬｬ笈,0.7222,23,2008,overall
ｦｬｬ笈,0.7481,18,2009,economic
ｦｬｬ笈,0.9946,54,2009,education
ｦｬｬ笈,0.9791,41,2009,health
ｦｬｬ笈,0.1483,54,2009,political
ｦｬｬ笈,0.7175,30,2009,overall
ｦｬｬ笈,0.7555,17,2010,economic
ｦｬｬ笈,0.9894,68,2010,education
ｦｬｬ笈,0.9796,1,2010,health
ｦｬｬ笈,0.1283,66,2010,political
ｦｬｬ笈,0.7132,35,2010,overall
ｦｬｬ笈,0.744,26,2011,economic
ｦｬｬ笈,0.9914,60,2011,education
ｦｬｬ笈,0.9796,1,2011,health
ｦｬｬ笈,0.1376,65,2011,political
ｦｬｬ笈,0.7131,37,2011,overall
ｦｬｬ笈,0.7551,25,2012,economic
ｦｬｬ笈,0.9954,45,2012,education
ｦｬｬ笈,0.9791,34,2012,health
ｦｬｬ笈,0.1469,60,2012,political
ｦｬｬ笈,0.7191,34,2012,overall
ｦｬｬ笈,0.7688,21,2013,economic
ｦｬｬ笈,0.9928,60,2013,education
ｦｬｬ笈,0.9791,34,2013,health
ｦｬｬ笈,0.1826,47,2013,political
ｦｬｬ笈,0.7308,28,2013,overall
ｦｬｬ笈,0.7384,35,2014,economic
ｦｬｬ笈,0.9942,61,2014,education
ｦｬｬ笈,0.9791,37,2014,health
ｦｬｬ笈,0.1714,65,2014,political
ｦｬｬ笈,0.7208,42,2014,overall
ｦｬｬ笈,0.759,35,2015,economic
ｦｬｬ笈,0.994,66,2015,education
ｦｬｬ笈,0.979,42,2015,health
ｦｬｬ笈,0.227,45,2015,political
ｦｬｬ笈,0.74,31,2015,overall
ｦｬｬ笈,0.757,25,2016,economic
ｦｬｬ笈,1,1,2016,education
ｦｬｬ笈,0.979,40,2016,health
ｦｬｬ笈,0.239,43,2016,political
ｦｬｬ笈,0.7439,25,2016,overall
｣ｩ壱ｶ\･ｴｬ,0.5602,76,2006,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2006,education
｣ｩ壱ｶ\･ｴｬ,0.973,71,2006,health
｣ｩ壱ｶ\･ｴｬ,0.1353,44,2006,political
｣ｩ壱ｶ\･ｴｬ,0.6671,55,2006,overall
｣ｩ壱ｶ\･ｴｬ,0.606,78,2007,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2007,education
｣ｩ壱ｶ\･ｴｬ,0.973,74,2007,health
｣ｩ壱ｶ\･ｴｬ,0.1353,50,2007,political
｣ｩ壱ｶ\･ｴｬ,0.6786,56,2007,overall
｣ｩ壱ｶ\･ｴｬ,0.6125,75,2008,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2008,education
｣ｩ壱ｶ\･ｴｬ,0.973,76,2008,health
｣ｩ壱ｶ\･ｴｬ,0.1353,58,2008,political
｣ｩ壱ｶ\･ｴｬ,0.6802,64,2008,overall
｣ｩ壱ｶ\･ｴｬ,0.6381,73,2009,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2009,education
｣ｩ壱ｶ\･ｴｬ,0.973,80,2009,health
｣ｩ壱ｶ\･ｴｬ,0.1444,57,2009,political
｣ｩ壱ｶ\･ｴｬ,0.6889,61,2009,overall
｣ｩ壱ｶ\･ｴｬ,0.7507,22,2010,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2010,education
｣ｩ壱ｶ\･ｴｬ,0.9743,67,2010,health
｣ｩ壱ｶ\･ｴｬ,0.1673,49,2010,political
｣ｩ壱ｶ\･ｴｬ,0.7231,26,2010,overall
｣ｩ壱ｶ\･ｴｬ,0.7449,25,2011,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2011,education
｣ｩ壱ｶ\･ｴｬ,0.9743,67,2011,health
｣ｩ壱ｶ\･ｴｬ,0.1673,48,2011,political
｣ｩ壱ｶ\･ｴｬ,0.7216,30,2011,overall
｣ｩ壱ｶ\･ｴｬ,0.8147,7,2012,economic
｣ｩ壱ｶ\･ｴｬ,0.996,43,2012,education
｣ｩ壱ｶ\･ｴｬ,0.9719,85,2012,health
｣ｩ壱ｶ\･ｴｬ,0.1931,39,2012,political
｣ｩ壱ｶ\･ｴｬ,0.7439,17,2012,overall
｣ｩ壱ｶ\･ｴｬ,0.8162,7,2013,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2013,education
｣ｩ壱ｶ\･ｴｬ,0.9719,85,2013,health
｣ｩ壱ｶ\･ｴｬ,0.1757,51,2013,political
｣ｩ壱ｶ\･ｴｬ,0.741,21,2013,overall
｣ｩ壱ｶ\･ｴｬ,0.7529,29,2014,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2014,education
｣ｩ壱ｶ\･ｴｬ,0.9678,106,2014,health
｣ｩ壱ｶ\･ｴｬ,0.2123,45,2014,political
｣ｩ壱ｶ\･ｴｬ,0.7333,27,2014,overall
｣ｩ壱ｶ\･ｴｬ,0.766,31,2015,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2015,education
｣ｩ壱ｶ\･ｴｬ,0.974,71,2015,health
｣ｩ壱ｶ\･ｴｬ,0.212,53,2015,political
｣ｩ壱ｶ\･ｴｬ,0.738,33,2015,overall
｣ｩ壱ｶ\･ｴｬ,0.75,27,2016,economic
｣ｩ壱ｶ\･ｴｬ,1,1,2016,education
｣ｩ壱ｶ\･ｴｬ,0.974,69,2016,health
｣ｩ壱ｶ\･ｴｬ,0.212,55,2016,political
｣ｩ壱ｶ\･ｴｬ,0.7342,34,2016,overall
ｧ溢ｼ\笈,0.6707,31,2006,economic
ｧ溢ｼ\笈,0.985,64,2006,education
ｧ溢ｼ\笈,0.964,101,2006,health
ｧ溢ｼ\笈,0.1733,28,2006,political
ｧ溢ｼ\笈,0.6983,28,2006,overall
ｧ溢ｼ\笈,0.6653,51,2007,economic
ｧ溢ｼ\笈,0.9849,72,2007,education
ｧ溢ｼ\笈,0.9635,109,2007,health
ｧ溢ｼ\笈,0.1733,30,2007,political
ｧ溢ｼ\笈,0.6967,34,2007,overall
ｧ溢ｼ\笈,0.6466,63,2008,economic
ｧ溢ｼ\笈,0.9873,79,2008,education
ｧ溢ｼ\笈,0.9635,111,2008,health
ｧ溢ｼ\笈,0.1681,42,2008,political
ｧ溢ｼ\笈,0.6914,52,2008,overall
ｧ溢ｼ\笈,0.6656,59,2009,economic
ｧ溢ｼ\笈,0.9883,79,2009,education
ｧ溢ｼ\笈,0.9635,115,2009,health
ｧ溢ｼ\笈,0.1626,44,2009,political
ｧ溢ｼ\笈,0.695,52,2009,overall
ｧ溢ｼ\笈,0.6775,53,2010,economic
ｧ溢ｼ\笈,0.9888,72,2010,education
ｧ溢ｼ\笈,0.9551,124,2010,health
ｧ溢ｼ\笈,0.1769,43,2010,political
ｧ溢ｼ\笈,0.6996,49,2010,overall
ｧ溢ｼ\笈,0.166,49,2011,political
ｧ溢ｼ\笈,0.6761,53,2011,economic
ｧ溢ｼ\笈,0.9892,71,2011,education
ｧ溢ｼ\笈,0.9551,125,2011,health
ｧ溢ｼ\笈,0.6966,53,2011,overall
ｧ溢ｼ\笈,0.9533,126,2012,health
ｧ溢ｼ\笈,0.665,65,2012,economic
ｧ溢ｼ\笈,0.99,75,2012,education
ｧ溢ｼ\笈,0.1789,45,2012,political
ｧ溢ｼ\笈,0.6968,61,2012,overall
ｧ溢ｼ\笈,0.6611,71,2013,economic
ｧ溢ｼ\笈,0.9903,75,2013,education
ｧ溢ｼ\笈,0.9533,128,2013,health
ｧ溢ｼ\笈,0.2007,40,2013,political
ｧ溢ｼ\笈,0.7013,57,2013,overall
ｧ溢ｼ\笈,0.6511,80,2014,economic
ｧ溢ｼ\笈,0.9891,77,2014,education
ｧ溢ｼ\笈,0.9628,131,2014,health
ｧ溢ｼ\笈,0.174,63,2014,political
ｧ溢ｼ\笈,0.6943,68,2014,overall
ｧ溢ｼ\笈,0.671,70,2015,economic
ｧ溢ｼ\笈,0.99,80,2015,education
ｧ溢ｼ\笈,0.967,120,2015,health
ｧ溢ｼ\笈,0.178,65,2015,political
ｧ溢ｼ\笈,0.701,68,2015,overall
ｧ溢ｼ\笈,0.658,79,2016,economic
ｧ溢ｼ\笈,0.982,91,2016,education
ｧ溢ｼ\笈,0.967,119,2016,health
ｧ溢ｼ\笈,0.178,67,2016,political
ｧ溢ｼ\笈,0.6962,73,2016,overall
ｧ壱共ｰ\､ｹｴ･ｴ,0.5776,71,2006,economic
ｧ壱共ｰ\､ｹｴ･ｴ,0.9596,76,2006,education
ｧ壱共ｰ\､ｹｴ･ｴ,0.9785,49,2006,health
ｧ壱共ｰ\､ｹｴ･ｴ,0.0385,104,2006,political
ｧ壱共ｰ\､ｹｴ･ｴ,0.6385,83,2006,overall
ｧ壱共ｰ\､ｹｴ･ｴ,0.6086,76,2007,economic
ｧ壱共ｰ\､ｹｴ･ｴ,0.9579,89,2007,education
ｧ壱共ｰ\､ｹｴ･ｴ,0.9796,1,2007,health
ｧ壱共ｰ\､ｹｴ･ｴ,0.0385,116,2007,political
ｧ壱共ｰ\､ｹｴ･ｴ,0.6461,87,2007,overall
